idno,univ,year,date,title,count
cu1156,CUHK,2011,2011-10-20,CUHK Discovers the Environmental Factors in Family and School Behind Constipation in HK Children,1
pu1974,PolyU,2010,2010-10-03,"Computing talent wins the laureate of ""Ten Outstanding Young Persons""",1
hu0480,HKU,2014,2014-01-10,HKU appoints world-renowned Sinologist Professor Jao Tsung-I  Inaugural University Laureate,1
pu0379,PolyU,2003,2003-11-08,Update on Mars Express Mission,1
cu1179,CUHK,2011,2011-11-14,SHKP and CUHK Present Distinguished Lecture by Nobel Laureate in Chemistry Free Tickets Available,1
hu1346,HKU,2006,2006-01-11,HKU Scholars Won Prestigious National Award,1
cu0490,CUHK,2008,2008-08-16,CUHK Draws a Huge Crowd to its Carnival to Support the Olympic Spirit and  Celebrate the 45th Anniversary of the University,1
pu2289,PolyU,2012,2012-04-12,"PolyU-developed ""KineLabs"" adds fun to stroke rehabilitation and elderly exercise",1
cu0253,CUHK,2009,2009-04-15,CUHK Council Endorses Campus Master Plan Charting a Sustainable Future for CUHK Campus ,1
pu1638,PolyU,2008,2008-06-24,PolyU renders support for post-earthquake reconstruction in Sichuan,1
pu0671,PolyU,2006,2006-10-10,PolyU and CII-HK release findings on construction safety at height,1
pu2177,PolyU,2011,2011-11-01,PolyU-made space tool sets for inter-planetary mission,1
cu2108,CUHK,2015,2015-10-26,Survey Findings on the HKSAR Government’s Popularity in October 2015 Released by Hong Kong Institute of Asia-Pacific Studies at CUHK,1
pu6177,PolyU,2015,2015-12-24,Mr Ignatius Chan Tze-ching and Dr the Honourable Lam Tai-fai appointed as Chairman and Deputy Chairman of PolyU Council respectively,1
pu1659,PolyU,2007,2007-11-20,PolyU unveils new TeleCare Technologies,1
cu0994,CUHK,2011,2011-03-21,CUHK New Four-year Engineering Curriculum Nurtures Engineering Talents to Improve People’s Living ,1
cu2057,CUHK,2015,2015-07-23,CUHK Introduces New Material for Osteoporosis-related Bone Fracture Effectively Reduces Healing Time and Enhances Bone Strength Both by 30%,1
pu1948,PolyU,2010,2010-08-26,PolyU researchers break new ground in nanotechnology,1
cu1770,CUHK,2014,2014-03-16,CUHK I‧CARE Film Festival Brings Inspiring Films and Speakers to Campus,1
cu1722,CUHK,2013,2013-12-19,The Croucher Foundation Advanced Study Institute on Printed Electronics held at CUHK Dedicated to Professor Sir Charles Kao on the Occasion of his 80th Birthday,1
hu1121,HKU,2016,2016-06-21,Review Panel on University Governance collects views from HKU members and stakeholders,1
pu1540,PolyU,2006,2006-06-13,PolyU Honorary Professor Jackie Chan named UNWTO's First Asia Pacific Tourism Ambassador,1
pu6077,PolyU,2015,2015-01-22,PolyU launches Good Seed programme to drive social innovation,1
hu1275,HKU,2005,2005-01-07,HKU's Faculty of Dentistry to Release Research Findings on Periodontal medicine in Hong Kong,1
cu2244,CUHK,2016,2016-04-26,Naming Ceremony of CUHK T Stone Robotics Institute,1
pu0644,PolyU,2006,2006-03-03,Rehab experts make great strides in pain management,1
hu0557,HKU,2016,2016-05-16,Christie’s Education Hong Kong and the University of Hong Kong’s Faculty of Arts jointly launch Contemporary Asian Art seminar program in July,1
pu2076,PolyU,2011,2011-03-28,PolyU Graduate School of Business leaps up World Research Rankings,1
pu1231,PolyU,2009,2009-11-03,Three students from John Kennedy Centre completed PolyU degree ,1
pu1037,PolyU,2008,2008-09-29,PolyU Associate Vice President takes the helm of IASSW,1
hu0097,HKU,2011,2011-05-16,HKU 10-year Follow-up Study: Smoking Largely Increases Mortality in Older People,1
pu2548,PolyU,2013,2013-06-21,PolyU is Founding Member of the Alliance of Chinese and European Business Schools,1
pu1927,PolyU,2010,2010-07-09,BMW sets up Scholarship for PolyU students,1
hu0879,HKU,2012,2012-04-23,HKU collaborative research discovers a novel molecular mechanism of a new anti-HIV-1 drug candidate,1
pu1192,PolyU,2009,2009-08-07,PolyU's Faculty of Health and Social Sciences organizes Mini-U Programme for secondary students,1
hu0254,HKU,2013,2013-11-15,First mental health web radio in Hong Kong raises the community’s awareness on mental illness and mental health,1
hu1332,HKU,2015,2015-07-16,"New World Group Charity Foundation’s Donation for the Establishment of Medical Oncology Drug Discovery and Development Program  at the Department of Medicine, The University of Hong Kong",1
hu1185,HKU,2004,2004-01-16,"HKU Foundation Luncheon Talk by Mr Joseph C K Yam ""Issues in Monetary Policy"" (Press Invitation)",1
hu1245,HKU,2005,2005-04-28,Western Harbour Tunnel establishes Scholarship at HKU,1
cu0775,CUHK,2010,2010-05-17,The Chinese University of Hong Kong  Ninth Honorary Fellowship Conferment Ceremony ,1
cu0445,CUHK,2008,2008-06-25,Professorial Inaugural Lecture by Professor Juliana C.N. Chan,1
hu1415,HKU,2005,2005-03-10,Japanese Studies at HKU Celebrates 20th Anniversary with Book Launch (Press Invitation),1
pu2008,PolyU,2010,2010-11-29,PolyU presents Most Admired Knowledge Enterprise (MAKE) Award,1
cu3724,CUHK,2004,2004-09-08,The Shaw Prize Winner in Astronomy Speaks at CUHK on The Discovery of the Expanding Universe,1
pu6074,PolyU,2015,2015-01-20,PolyU stages Intimate Fashion Show 2015 ,1
pu1869,PolyU,2010,2010-03-31,PolyU President presides at the inauguration of alumni association in UK,1
hu1184,HKU,2007,2007-03-28,HKU to award honorary degrees to four distinguished persons,1
cu1709,CUHK,2013,2013-12-06,"CUHK and University of Oxford Jointly Present ‘Two Masters, Two Generations, and One Vision for Modern Chinese Painting’ to Exhibit Precious Collections of Renowned Chinese Painters Gao Jianfu and Lui Shou-kwan",1
cu3766,CUHK,2006,2006-06-08,CUHK Announces Double Degree Initiatives,1
cu0582,CUHK,2007,2007-11-23,Professors Joseph Sung and Francis Chan Receive Most Outstanding Contribution Award,1
hu0011,HKU,2016,2016-01-14,HKU to Join International Collaborative Research Team and Develop a New Predictive Model for Progression of Adolescent Idiopathic Scoliosis,1
cu1967,CUHK,2015,2015-02-04,CUHK Exhibits Jubilant Rams in Chinese Culture to Celebrate the Year of Ram,1
cu1951,CUHK,2015,2015-01-05,Survey Findings on the HKSAR Government’s Popularity in December 2014 and the Expectations on the 2015 Policy Address Released by Hong Kong Institute of Asia-Pacific Studies at CUHK,1
pu1011,PolyU,2008,2008-07-23,Elderly Mini-U stages fun-filled High Table Luncheon,1
cu2040,CUHK,2015,2015-06-05,In Memory of Professor Kwok Leung,1
cu0529,CUHK,2007,2007-09-28,CUHK Students Complete Global Internship Programme  Whose Participating Countries Span 5 Continents,1
pu1866,PolyU,2010,2010-03-25,PolyU and Royal Veterinary College sign Memorandum of Agreement for Collaboration in Veterinary Nursing,1
pu2061,PolyU,2011,2011-03-01,Australian Mathematics Trust appoints PolyU to run Competition,1
pu2457,PolyU,2012,2012-03-08,PolyU honours outstanding students of the year,1
hu0591,HKU,2008,2008-01-30,16 Recommendations on Provision of Private Patient Services in Clinical Departments endorsed by HKU Council,1
pu2449,PolyU,2013,2013-01-29,PolyU honours outstanding students of the year,1
pu1003,PolyU,2008,2008-06-24,PolyU renders support for post-earthquake reconstruction in Sichuan,1
hu1182,HKU,2013,2013-10-11,HKU MBA Programme Ranked No.1 in Asia by The Economist Global Ranking leaps 17 places to enter Top 25 MBA Programmes,1
hu1278,HKU,2013,2013-08-28,HKU holds Inauguration Ceremony for New Students,1
pu1884,PolyU,2010,2010-05-14,PolyU ranked among the top 30 Asian universities,1
hu0438,HKU,2014,2014-02-28,HKU and international research teams find Middle East respiratory syndrome (MERS) coronavirus from dromedary camels in Egypt,1
hu0858,HKU,2008,2008-04-07,HKU Study Establishes For the First Time Link between Language and Colour Perception in Human Brain,1
cu0211,CUHK,2009,2009-06-16,CUHK Appoints Deans of Education and Social Science,1
pu2129,PolyU,2011,2011-07-21,PolyU establishes strong foothold in Shenzhen,1
hu0484,HKU,2006,2006-03-06,HKU MBA Programme Partnership With Columbia Business School,1
cu3194,CUHK,2005,2005-11-18,The CUHK Jockey Club Minimally Invasive Surgical Skills Centre Opened Today,1
cu3566,CUHK,2006,2006-06-27,Safety and Risk of Common Respiratory Therapy to Healthcare Workers in the Medical Ward,1
hu0195,HKU,2005,2005-07-25,Joint Influenza Research Centre of Shantou University and the University of Hong Kong Response to H5N1 Research,1
cu2191,CUHK,2016,2016-02-21,CUHK Establishes Centre for eLearning Innovation and Technology (ELITE),1
hu0282,HKU,2004,2004-09-07,SHAW PRIZE LECTURES AT HKU (Press Invitation),1
cu0061,CUHK,2010,2010-02-05,Nobel Laureate and Former Vice-Chancellor Charles Kao Guest of Honour at CUHK Nobel Exhibition,1
cu0332,CUHK,2008,2008-12-10,Memories of Hong Kong – The Literary Life of Yu Kwang Chung,1
cu0774,CUHK,2010,2010-05-14,CUHK School of Architecture Presents the 14th Graduation Show of Masters of Architecture,1
pu1062,PolyU,2008,2008-11-13,PolyU Faculty of Business High Table Dinner Prepares Students for the Real World Challenges,1
pu0795,PolyU,2007,2007-03-29,HKCC put students first in designing new campuses and new programmes,1
pu1222,PolyU,2009,2009-10-21,PolyU Knowledge Management Research Centre presents Top Winner of HK MAKE Award to Hong Kong Police Force ,1
cu3656,CUHK,2005,2005-07-09,CUHK and HKIEd Signed Agreement on Deep Collaboration,1
pu1741,PolyU,2005,2005-12-14,PolyU honours outstanding staff,1
pu2269,PolyU,2012,2012-03-26,PolyU hosts 5th International Symposium of Intimate Apparel,1
pu1752,PolyU,2005,2005-09-26,PolyU BRE Index indicates continuous rise in flat prices despite impact of interest rate hike,1
cu2137,CUHK,2015,2015-11-30,Dr. Li Dak Sum Shanghai-Hong Kong Development Lecture Prof. KC Chan to Speak on One-Belt One-Road at CUHK This Friday,1
cu1767,CUHK,2014,2014-03-11,Inaugural Lecture of Li Shu Fan Medical Foundation Professorship in Clinical Oncology by Prof. Tony Mok 'Declaration of War Against Lung Cancer',1
cu1443,CUHK,2012,2012-11-29,The Chinese University of Hong Kong Holds 71st Congregation for the Conferment of Degrees,1
pu1976,PolyU,2010,2010-10-04,Former Europol Director Speaks about Public Safety and Security at PolyU,1
pu0654,PolyU,2006,2006-05-10,PolyU partners with Chinese Olympic Committee in research and technology development for the 2008 Beijing Olympics,1
pu1442,PolyU,2010,2010-01-21,PolyU fashion talents present creative works in Knitwear Symphony 2010,1
hu0032,HKU,2016,2016-01-29,"HONG KONG AS A STARTUP HUB:Mavens, Connectors and Salesmen",1
hu0676,HKU,2004,2004-12-13,HKU Graduates Win Occupational Safety &amp; Health Best Project Award,1
cu0348,CUHK,2008,2008-11-21,SHKP and CUHK Present Distinguished Lecture  by Nobel Laureate in Economic Sciences Free Tickets Available,1
cu0983,CUHK,2011,2011-03-02,CUHK Appoints Prof. Xu Yangsheng as Pro-Vice-Chancellor,1
hu0258,HKU,2011,2011-09-28,Graduate Education Leaders Issue Global Statement on Career Outcomes for Students,1
cu0845,CUHK,2010,2010-08-15,Unprecedented Comparative Study on Embolization for Uterine Fibroid –  New Method Achieves a 96% Clinical Success Rate ,1
pu6097,PolyU,2015,2015-03-23,PolyU develops a new technique for rapid detection of drugs-of-abuse,1
hu1029,HKU,2013,2013-04-25,HKU chemists successfully synthesize structurally complicated antibacterial drug Daptomycin which bring hopes for the development of new antibacterial drugs,1
cu1576,CUHK,2013,2013-06-13,CUHK-HCC Score Accurately Predicts Risk of Liver Cancer in Chronic Hepatitis B Patients Receiving Antiviral Therapy ,1
pu2439,PolyU,2013,2013-01-15,PolyU CheonG Lee Securities Invitational Golf Tournament comes to a fruitful close,1
cu2238,CUHK,2016,2016-04-21,Guiding the In Vivo Delivery of Nanoparticles  Professor Jonathan Choi Becomes First CUHK Recipient of Croucher Innovation Award,1
pu0751,PolyU,2006,2006-12-29,PolyU sports stars shine in Doha Asian Games,1
pu2152,PolyU,2011,2011-09-15,PolyU students excel in International Engineering Design Contest,1
hu0539,HKU,2012,2012-05-18,Launch Ceremony for the UNESCO Chair in Comparative Education and Lecture &amp; Community Dialogue on Sustainability and Education for All: Partnership for Service in the Global Village,1
pu2587,PolyU,2013,2013-08-13,PolyU Emeritus Professor to be honoured by renowned international optometry award,1
hu0056,HKU,2008,2008-10-23,Scholars and Practitioners in Three Great Cities Join Hands to Accelerate the Process of Learning in Managing World Cities,1
cu1475,CUHK,2013,2013-01-28,"The Chinese University of Hong Kong Business School MBA ranked 27th globally by Financial Times, 2013 Among the top-ranked MBA programs in the world",1
pu0353,PolyU,2004,2004-01-26,PolyU wins Shenzhen Government's support to develop TCM key laboratory,1
hu1156,HKU,2013,2013-08-22,New Results from Daya Bay: Tracking the Disappearance of Ghostlike Neutrinos,1
pu1199,PolyU,2009,2009-09-01,PolyU welcomes students to new academic year,1
hu0477,HKU,2015,2015-01-06,HKU announces 2015 Q1 HK Macroeconomic Forecast,1
hu1354,HKU,2004,2004-12-17,HKU Graduate School Award Presentation Ceremony,1
cu1878,CUHK,2014,2014-09-16,CUHK New Asia College 65th Anniversary Lecture Prof. Yu Ying-shih to Speak on ‘New Asia College and Chinese Humanities Studies’,1
pu2393,PolyU,2012,2012-11-06,Asian Biological Inorganic Chemistry Conference takes place at PolyU,1
hu1412,HKU,2007,2007-09-04,HKU Students meeting the Chief Executive - Aspirations of the Youth for an International City,1
pu1582,PolyU,2009,2009-11-03,Three students from John Kennedy Centre completed PolyU degree ,1
hu0375,HKU,2011,2011-05-06,On the Same CampusStudents’ Voices Essay Writing Contest and Survey,1
hu0585,HKU,2010,2010-08-27,Hong Kong University and Penn Law to Establish Unique JD/LLM Student Exchange Programme,1
pu0676,PolyU,2006,2006-10-03,SPEED and the Canadian Securities Institute join hands to groom financial experts,1
hu0144,HKU,2004,2004-02-05,Exhibitions and Demonstration of Oil Paintings at University Museum and Art Gallery,1
hu0565,HKU,2011,2011-04-07,Four Acclaimed Artists Appointed as University Artists 2011-2012,1
hu0488,HKU,2011,2011-03-11,Lunch with a Laureate Professor Sir Andrew Motion joined students from secondary schools and HKU in a lunchtime dialogue,1
hu0071,HKU,2003,2003-11-19,The Faculty of Architecture Graduation Ceremony 2003,1
cu3572,CUHK,2003,2003-06-06,UC Berkeley Chancellor welcomes CUHK students,1
cu0887,CUHK,2010,2010-11-24,CUHK Biochemistry Students Win Gold at MIT Competition  for Proving Bacteria DNA as Device for Information Storage ,1
hu0545,HKU,2012,2012-12-05,HKU releases Report of the Investigation Panel on the Dental Unit Incident,1
hu0621,HKU,2012,2012-05-24,HKU students join “Hong Kong - Shanghai Future Leaders Internship Program 2012”,1
pu1685,PolyU,2006,2006-10-24,PolyU designs honoured at home and abroad,1
cu1839,CUHK,2014,2014-07-07,Hong Kong Scientists and Students Joined ATLAS Team of European Organization for Nuclear Research to Search for Fundamental Laws Governing the Universe,1
hu0846,HKU,2010,2010-05-17,Punitive and Discriminatory Laws limit access to HIV prevention and care services for men having sex with men in Asia Pacific,1
cu2186,CUHK,2016,2016-02-10,Most Precise Measurement of Reactor Antineutrino Spectrum Reveals Intriguing Surprise,1
pu0355,PolyU,2004,2004-01-15,PolyU launches new series of professional and continuing education courses,1
pu0631,PolyU,2006,2006-01-20,PolyU and CAS's Academy of Mathematics and System Sciences co-found the Joint Research Institute,1
pu0337,PolyU,2004,2004-03-19,PolyU to stage alumni carnival and launch green HK campaign,1
cu3573,CUHK,2004,2004-08-31,CUHK's Quantitative Finance Graduates Face Encouraging Employment Status,1
hu0543,HKU,2008,2008-02-27,HKU applauds Government's strategic investment in research funding,1
pu0829,PolyU,2007,2007-04-26,PolyU hosts 4th Asia Cornea and Contact Lens Conference,1
pu6096,PolyU,2015,2015-03-18,"PolyU receives $3M donation from The Hong Kong Jockey Club for service-learning projects to benefit 3,500 needy in Yau Tsim Mong and Kowloon City",1
cu3018,CUHK,2005,2005-08-31,Li Ka Shing Foundation kicks off new Chair Professorship initiative with CUHK,1
pu2335,PolyU,2012,2012-08-05,PolyU and Chinachem showcase Green Tees to raise eco-awareness,1
cu0041,CUHK,2010,2010-03-14,"Close to 3,000 Walk with Charles Kao at CUHK Walkathon Raising $3 Million",1
pu1825,PolyU,2003,2003-11-27,PolyU textile experts excel in international competitions,1
