,author,title,gender,sizecat,canonicity,timeslot
FRA0047_Loti-016,"Loti, Pierre",Mon frère Yves : ELTeC edition,M,medium,high,T3
FRA0047_Loti-017,"Loti, Pierre",Mon frère Yves : ELTeC edition,M,medium,high,T3
FRA0047_Loti-018,"Loti, Pierre",Mon frère Yves : ELTeC edition,M,medium,high,T3
FRA0047_Loti-019,"Loti, Pierre",Mon frère Yves : ELTeC edition,M,medium,high,T3
FRA0047_Loti-020,"Loti, Pierre",Mon frère Yves : ELTeC edition,M,medium,high,T3
FRA0047_Loti-021,"Loti, Pierre",Mon frère Yves : ELTeC edition,M,medium,high,T3
FRA0047_Loti-022,"Loti, Pierre",Mon frère Yves : ELTeC edition,M,medium,high,T3
FRA0047_Loti-023,"Loti, Pierre",Mon frère Yves : ELTeC edition,M,medium,high,T3
FRA0047_Loti-024,"Loti, Pierre",Mon frère Yves : ELTeC edition,M,medium,high,T3
FRA0047_Loti-025,"Loti, Pierre",Mon frère Yves : ELTeC edition,M,medium,high,T3
FRA0047_Loti-026,"Loti, Pierre",Mon frère Yves : ELTeC edition,M,medium,high,T3
FRA0047_Loti-027,"Loti, Pierre",Mon frère Yves : ELTeC edition,M,medium,high,T3
FRA0047_Loti-028,"Loti, Pierre",Mon frère Yves : ELTeC edition,M,medium,high,T3
FRA0047_Loti-029,"Loti, Pierre",Mon frère Yves : ELTeC edition,M,medium,high,T3
FRA0047_Loti-030,"Loti, Pierre",Mon frère Yves : ELTeC edition,M,medium,high,T3
FRA0047_Loti-031,"Loti, Pierre",Mon frère Yves : ELTeC edition,M,medium,high,T3
FRA0047_Loti-032,"Loti, Pierre",Mon frère Yves : ELTeC edition,M,medium,high,T3
FRA0047_Loti-033,"Loti, Pierre",Mon frère Yves : ELTeC edition,M,medium,high,T3
FRA0047_Loti-034,"Loti, Pierre",Mon frère Yves : ELTeC edition,M,medium,high,T3
FRA0047_Loti-035,"Loti, Pierre",Mon frère Yves : ELTeC edition,M,medium,high,T3
FRA0047_Loti-036,"Loti, Pierre",Mon frère Yves : ELTeC edition,M,medium,high,T3
FRA0047_Loti-037,"Loti, Pierre",Mon frère Yves : ELTeC edition,M,medium,high,T3
FRA0047_Loti-038,"Loti, Pierre",Mon frère Yves : ELTeC edition,M,medium,high,T3
FRA0047_Loti-039,"Loti, Pierre",Mon frère Yves : ELTeC edition,M,medium,high,T3
FRA0047_Loti-040,"Loti, Pierre",Mon frère Yves : ELTeC edition,M,medium,high,T3
FRA0047_Loti-041,"Loti, Pierre",Mon frère Yves : ELTeC edition,M,medium,high,T3
FRA0047_Loti-042,"Loti, Pierre",Mon frère Yves : ELTeC edition,M,medium,high,T3
FRA0047_Loti-043,"Loti, Pierre",Mon frère Yves : ELTeC edition,M,medium,high,T3
FRA0047_Loti-044,"Loti, Pierre",Mon frère Yves : ELTeC edition,M,medium,high,T3
FRA0047_Loti-045,"Loti, Pierre",Mon frère Yves : ELTeC edition,M,medium,high,T3
FRA0047_Loti-046,"Loti, Pierre",Mon frère Yves : ELTeC edition,M,medium,high,T3
FRA0047_Loti-047,"Loti, Pierre",Mon frère Yves : ELTeC edition,M,medium,high,T3
FRA0047_Loti-048,"Loti, Pierre",Mon frère Yves : ELTeC edition,M,medium,high,T3
FRA0047_Loti-049,"Loti, Pierre",Mon frère Yves : ELTeC edition,M,medium,high,T3
FRA0047_Loti-050,"Loti, Pierre",Mon frère Yves : ELTeC edition,M,medium,high,T3
FRA0047_Loti-051,"Loti, Pierre",Mon frère Yves : ELTeC edition,M,medium,high,T3
FRA0047_Loti-052,"Loti, Pierre",Mon frère Yves : ELTeC edition,M,medium,high,T3
FRA0047_Loti-053,"Loti, Pierre",Mon frère Yves : ELTeC edition,M,medium,high,T3
FRA0047_Loti-054,"Loti, Pierre",Mon frère Yves : ELTeC edition,M,medium,high,T3
FRA0047_Loti-055,"Loti, Pierre",Mon frère Yves : ELTeC edition,M,medium,high,T3
FRA0047_Loti-056,"Loti, Pierre",Mon frère Yves : ELTeC edition,M,medium,high,T3
FRA0047_Loti-057,"Loti, Pierre",Mon frère Yves : ELTeC edition,M,medium,high,T3
FRA0047_Loti-058,"Loti, Pierre",Mon frère Yves : ELTeC edition,M,medium,high,T3
FRA0047_Loti-059,"Loti, Pierre",Mon frère Yves : ELTeC edition,M,medium,high,T3
FRA0047_Loti-060,"Loti, Pierre",Mon frère Yves : ELTeC edition,M,medium,high,T3
FRA0047_Loti-061,"Loti, Pierre",Mon frère Yves : ELTeC edition,M,medium,high,T3
FRA0047_Loti-062,"Loti, Pierre",Mon frère Yves : ELTeC edition,M,medium,high,T3
FRA0047_Loti-063,"Loti, Pierre",Mon frère Yves : ELTeC edition,M,medium,high,T3
FRA0047_Loti-064,"Loti, Pierre",Mon frère Yves : ELTeC edition,M,medium,high,T3
FRA0047_Loti-065,"Loti, Pierre",Mon frère Yves : ELTeC edition,M,medium,high,T3
FRA0047_Loti-066,"Loti, Pierre",Mon frère Yves : ELTeC edition,M,medium,high,T3
FRA0047_Loti-067,"Loti, Pierre",Mon frère Yves : ELTeC edition,M,medium,high,T3
FRA0047_Loti-068,"Loti, Pierre",Mon frère Yves : ELTeC edition,M,medium,high,T3
FRA0047_Loti-069,"Loti, Pierre",Mon frère Yves : ELTeC edition,M,medium,high,T3
FRA0047_Loti-070,"Loti, Pierre",Mon frère Yves : ELTeC edition,M,medium,high,T3
FRA0047_Loti-071,"Loti, Pierre",Mon frère Yves : ELTeC edition,M,medium,high,T3
FRA0047_Loti-072,"Loti, Pierre",Mon frère Yves : ELTeC edition,M,medium,high,T3
FRA0047_Loti-073,"Loti, Pierre",Mon frère Yves : ELTeC edition,M,medium,high,T3
FRA0047_Loti-074,"Loti, Pierre",Mon frère Yves : ELTeC edition,M,medium,high,T3
FRA0047_Loti-075,"Loti, Pierre",Mon frère Yves : ELTeC edition,M,medium,high,T3
FRA0047_Loti-076,"Loti, Pierre",Mon frère Yves : ELTeC edition,M,medium,high,T3
FRA0047_Loti-077,"Loti, Pierre",Mon frère Yves : ELTeC edition,M,medium,high,T3
FRA0047_Loti-078,"Loti, Pierre",Mon frère Yves : ELTeC edition,M,medium,high,T3
FRA0047_Loti-079,"Loti, Pierre",Mon frère Yves : ELTeC edition,M,medium,high,T3
FRA0047_Loti-080,"Loti, Pierre",Mon frère Yves : ELTeC edition,M,medium,high,T3
FRA0049_Loti-000,"Loti, Pierre",Ramuntcho : ELTeC edition,M,medium,high,T3
FRA0049_Loti-001,"Loti, Pierre",Ramuntcho : ELTeC edition,M,medium,high,T3
FRA0049_Loti-002,"Loti, Pierre",Ramuntcho : ELTeC edition,M,medium,high,T3
FRA0049_Loti-003,"Loti, Pierre",Ramuntcho : ELTeC edition,M,medium,high,T3
FRA0049_Loti-004,"Loti, Pierre",Ramuntcho : ELTeC edition,M,medium,high,T3
FRA0049_Loti-005,"Loti, Pierre",Ramuntcho : ELTeC edition,M,medium,high,T3
FRA0049_Loti-006,"Loti, Pierre",Ramuntcho : ELTeC edition,M,medium,high,T3
FRA0049_Loti-007,"Loti, Pierre",Ramuntcho : ELTeC edition,M,medium,high,T3
FRA0049_Loti-008,"Loti, Pierre",Ramuntcho : ELTeC edition,M,medium,high,T3
FRA0049_Loti-009,"Loti, Pierre",Ramuntcho : ELTeC edition,M,medium,high,T3
FRA0049_Loti-010,"Loti, Pierre",Ramuntcho : ELTeC edition,M,medium,high,T3
FRA0049_Loti-011,"Loti, Pierre",Ramuntcho : ELTeC edition,M,medium,high,T3
FRA0049_Loti-012,"Loti, Pierre",Ramuntcho : ELTeC edition,M,medium,high,T3
FRA0049_Loti-013,"Loti, Pierre",Ramuntcho : ELTeC edition,M,medium,high,T3
FRA0049_Loti-014,"Loti, Pierre",Ramuntcho : ELTeC edition,M,medium,high,T3
FRA0049_Loti-015,"Loti, Pierre",Ramuntcho : ELTeC edition,M,medium,high,T3
FRA0049_Loti-016,"Loti, Pierre",Ramuntcho : ELTeC edition,M,medium,high,T3
FRA0049_Loti-017,"Loti, Pierre",Ramuntcho : ELTeC edition,M,medium,high,T3
FRA0049_Loti-018,"Loti, Pierre",Ramuntcho : ELTeC edition,M,medium,high,T3
FRA0049_Loti-019,"Loti, Pierre",Ramuntcho : ELTeC edition,M,medium,high,T3
FRA0049_Loti-020,"Loti, Pierre",Ramuntcho : ELTeC edition,M,medium,high,T3
FRA0049_Loti-021,"Loti, Pierre",Ramuntcho : ELTeC edition,M,medium,high,T3
FRA0049_Loti-022,"Loti, Pierre",Ramuntcho : ELTeC edition,M,medium,high,T3
FRA0049_Loti-023,"Loti, Pierre",Ramuntcho : ELTeC edition,M,medium,high,T3
FRA0049_Loti-024,"Loti, Pierre",Ramuntcho : ELTeC edition,M,medium,high,T3
FRA0049_Loti-025,"Loti, Pierre",Ramuntcho : ELTeC edition,M,medium,high,T3
FRA0049_Loti-026,"Loti, Pierre",Ramuntcho : ELTeC edition,M,medium,high,T3
FRA0049_Loti-027,"Loti, Pierre",Ramuntcho : ELTeC edition,M,medium,high,T3
FRA0049_Loti-028,"Loti, Pierre",Ramuntcho : ELTeC edition,M,medium,high,T3
FRA0049_Loti-029,"Loti, Pierre",Ramuntcho : ELTeC edition,M,medium,high,T3
FRA0049_Loti-030,"Loti, Pierre",Ramuntcho : ELTeC edition,M,medium,high,T3
FRA0049_Loti-031,"Loti, Pierre",Ramuntcho : ELTeC edition,M,medium,high,T3
FRA0049_Loti-032,"Loti, Pierre",Ramuntcho : ELTeC edition,M,medium,high,T3
FRA0049_Loti-033,"Loti, Pierre",Ramuntcho : ELTeC edition,M,medium,high,T3
FRA0049_Loti-034,"Loti, Pierre",Ramuntcho : ELTeC edition,M,medium,high,T3
FRA0049_Loti-035,"Loti, Pierre",Ramuntcho : ELTeC edition,M,medium,high,T3
FRA0049_Loti-036,"Loti, Pierre",Ramuntcho : ELTeC edition,M,medium,high,T3
FRA0049_Loti-037,"Loti, Pierre",Ramuntcho : ELTeC edition,M,medium,high,T3
FRA0049_Loti-038,"Loti, Pierre",Ramuntcho : ELTeC edition,M,medium,high,T3
FRA0049_Loti-039,"Loti, Pierre",Ramuntcho : ELTeC edition,M,medium,high,T3
FRA0049_Loti-040,"Loti, Pierre",Ramuntcho : ELTeC edition,M,medium,high,T3
FRA0049_Loti-041,"Loti, Pierre",Ramuntcho : ELTeC edition,M,medium,high,T3
FRA0049_Loti-042,"Loti, Pierre",Ramuntcho : ELTeC edition,M,medium,high,T3
FRA0049_Loti-043,"Loti, Pierre",Ramuntcho : ELTeC edition,M,medium,high,T3
FRA0049_Loti-044,"Loti, Pierre",Ramuntcho : ELTeC edition,M,medium,high,T3
FRA0049_Loti-045,"Loti, Pierre",Ramuntcho : ELTeC edition,M,medium,high,T3
FRA0049_Loti-046,"Loti, Pierre",Ramuntcho : ELTeC edition,M,medium,high,T3
FRA0049_Loti-047,"Loti, Pierre",Ramuntcho : ELTeC edition,M,medium,high,T3
FRA0049_Loti-048,"Loti, Pierre",Ramuntcho : ELTeC edition,M,medium,high,T3
FRA0049_Loti-049,"Loti, Pierre",Ramuntcho : ELTeC edition,M,medium,high,T3
FRA0049_Loti-050,"Loti, Pierre",Ramuntcho : ELTeC edition,M,medium,high,T3
FRA0049_Loti-051,"Loti, Pierre",Ramuntcho : ELTeC edition,M,medium,high,T3
FRA0049_Loti-052,"Loti, Pierre",Ramuntcho : ELTeC edition,M,medium,high,T3
FRA0049_Loti-053,"Loti, Pierre",Ramuntcho : ELTeC edition,M,medium,high,T3
FRA0049_Loti-054,"Loti, Pierre",Ramuntcho : ELTeC edition,M,medium,high,T3
FRA0049_Loti-055,"Loti, Pierre",Ramuntcho : ELTeC edition,M,medium,high,T3
FRA0049_Loti-056,"Loti, Pierre",Ramuntcho : ELTeC edition,M,medium,high,T3
FRA0049_Loti-057,"Loti, Pierre",Ramuntcho : ELTeC edition,M,medium,high,T3
FRA0049_Loti-058,"Loti, Pierre",Ramuntcho : ELTeC edition,M,medium,high,T3
FRA0049_Loti-059,"Loti, Pierre",Ramuntcho : ELTeC edition,M,medium,high,T3
FRA0049_Loti-060,"Loti, Pierre",Ramuntcho : ELTeC edition,M,medium,high,T3
FRA0049_Loti-061,"Loti, Pierre",Ramuntcho : ELTeC edition,M,medium,high,T3
FRA0049_Loti-062,"Loti, Pierre",Ramuntcho : ELTeC edition,M,medium,high,T3
FRA0049_Loti-063,"Loti, Pierre",Ramuntcho : ELTeC edition,M,medium,high,T3
FRA0049_Loti-064,"Loti, Pierre",Ramuntcho : ELTeC edition,M,medium,high,T3
FRA0052_Maupassant-000,"Maupassant, Guy de",Bel-Ami : ELTeC edition,M,long,high,T3
FRA0052_Maupassant-001,"Maupassant, Guy de",Bel-Ami : ELTeC edition,M,long,high,T3
FRA0052_Maupassant-002,"Maupassant, Guy de",Bel-Ami : ELTeC edition,M,long,high,T3
FRA0052_Maupassant-003,"Maupassant, Guy de",Bel-Ami : ELTeC edition,M,long,high,T3
FRA0052_Maupassant-004,"Maupassant, Guy de",Bel-Ami : ELTeC edition,M,long,high,T3
FRA0052_Maupassant-005,"Maupassant, Guy de",Bel-Ami : ELTeC edition,M,long,high,T3
FRA0052_Maupassant-006,"Maupassant, Guy de",Bel-Ami : ELTeC edition,M,long,high,T3
FRA0052_Maupassant-007,"Maupassant, Guy de",Bel-Ami : ELTeC edition,M,long,high,T3
FRA0052_Maupassant-008,"Maupassant, Guy de",Bel-Ami : ELTeC edition,M,long,high,T3
FRA0052_Maupassant-009,"Maupassant, Guy de",Bel-Ami : ELTeC edition,M,long,high,T3
FRA0052_Maupassant-010,"Maupassant, Guy de",Bel-Ami : ELTeC edition,M,long,high,T3
FRA0052_Maupassant-011,"Maupassant, Guy de",Bel-Ami : ELTeC edition,M,long,high,T3
FRA0052_Maupassant-012,"Maupassant, Guy de",Bel-Ami : ELTeC edition,M,long,high,T3
FRA0052_Maupassant-013,"Maupassant, Guy de",Bel-Ami : ELTeC edition,M,long,high,T3
FRA0052_Maupassant-014,"Maupassant, Guy de",Bel-Ami : ELTeC edition,M,long,high,T3
FRA0052_Maupassant-015,"Maupassant, Guy de",Bel-Ami : ELTeC edition,M,long,high,T3
FRA0052_Maupassant-016,"Maupassant, Guy de",Bel-Ami : ELTeC edition,M,long,high,T3
FRA0052_Maupassant-017,"Maupassant, Guy de",Bel-Ami : ELTeC edition,M,long,high,T3
FRA0052_Maupassant-018,"Maupassant, Guy de",Bel-Ami : ELTeC edition,M,long,high,T3
FRA0052_Maupassant-019,"Maupassant, Guy de",Bel-Ami : ELTeC edition,M,long,high,T3
FRA0052_Maupassant-020,"Maupassant, Guy de",Bel-Ami : ELTeC edition,M,long,high,T3
FRA0052_Maupassant-021,"Maupassant, Guy de",Bel-Ami : ELTeC edition,M,long,high,T3
FRA0052_Maupassant-022,"Maupassant, Guy de",Bel-Ami : ELTeC edition,M,long,high,T3
FRA0052_Maupassant-023,"Maupassant, Guy de",Bel-Ami : ELTeC edition,M,long,high,T3
FRA0052_Maupassant-024,"Maupassant, Guy de",Bel-Ami : ELTeC edition,M,long,high,T3
FRA0052_Maupassant-025,"Maupassant, Guy de",Bel-Ami : ELTeC edition,M,long,high,T3
FRA0052_Maupassant-026,"Maupassant, Guy de",Bel-Ami : ELTeC edition,M,long,high,T3
FRA0052_Maupassant-027,"Maupassant, Guy de",Bel-Ami : ELTeC edition,M,long,high,T3
FRA0052_Maupassant-028,"Maupassant, Guy de",Bel-Ami : ELTeC edition,M,long,high,T3
FRA0052_Maupassant-029,"Maupassant, Guy de",Bel-Ami : ELTeC edition,M,long,high,T3
FRA0052_Maupassant-030,"Maupassant, Guy de",Bel-Ami : ELTeC edition,M,long,high,T3
FRA0052_Maupassant-031,"Maupassant, Guy de",Bel-Ami : ELTeC edition,M,long,high,T3
FRA0052_Maupassant-032,"Maupassant, Guy de",Bel-Ami : ELTeC edition,M,long,high,T3
FRA0052_Maupassant-033,"Maupassant, Guy de",Bel-Ami : ELTeC edition,M,long,high,T3
FRA0052_Maupassant-034,"Maupassant, Guy de",Bel-Ami : ELTeC edition,M,long,high,T3
FRA0052_Maupassant-035,"Maupassant, Guy de",Bel-Ami : ELTeC edition,M,long,high,T3
FRA0052_Maupassant-036,"Maupassant, Guy de",Bel-Ami : ELTeC edition,M,long,high,T3
FRA0052_Maupassant-037,"Maupassant, Guy de",Bel-Ami : ELTeC edition,M,long,high,T3
FRA0052_Maupassant-038,"Maupassant, Guy de",Bel-Ami : ELTeC edition,M,long,high,T3
FRA0052_Maupassant-039,"Maupassant, Guy de",Bel-Ami : ELTeC edition,M,long,high,T3
FRA0052_Maupassant-040,"Maupassant, Guy de",Bel-Ami : ELTeC edition,M,long,high,T3
FRA0052_Maupassant-041,"Maupassant, Guy de",Bel-Ami : ELTeC edition,M,long,high,T3
FRA0052_Maupassant-042,"Maupassant, Guy de",Bel-Ami : ELTeC edition,M,long,high,T3
FRA0052_Maupassant-043,"Maupassant, Guy de",Bel-Ami : ELTeC edition,M,long,high,T3
FRA0052_Maupassant-044,"Maupassant, Guy de",Bel-Ami : ELTeC edition,M,long,high,T3
FRA0052_Maupassant-045,"Maupassant, Guy de",Bel-Ami : ELTeC edition,M,long,high,T3
FRA0052_Maupassant-046,"Maupassant, Guy de",Bel-Ami : ELTeC edition,M,long,high,T3
FRA0052_Maupassant-047,"Maupassant, Guy de",Bel-Ami : ELTeC edition,M,long,high,T3
FRA0052_Maupassant-048,"Maupassant, Guy de",Bel-Ami : ELTeC edition,M,long,high,T3
FRA0052_Maupassant-049,"Maupassant, Guy de",Bel-Ami : ELTeC edition,M,long,high,T3
FRA0052_Maupassant-050,"Maupassant, Guy de",Bel-Ami : ELTeC edition,M,long,high,T3
FRA0052_Maupassant-051,"Maupassant, Guy de",Bel-Ami : ELTeC edition,M,long,high,T3
FRA0052_Maupassant-052,"Maupassant, Guy de",Bel-Ami : ELTeC edition,M,long,high,T3
FRA0052_Maupassant-053,"Maupassant, Guy de",Bel-Ami : ELTeC edition,M,long,high,T3
FRA0052_Maupassant-054,"Maupassant, Guy de",Bel-Ami : ELTeC edition,M,long,high,T3
FRA0052_Maupassant-055,"Maupassant, Guy de",Bel-Ami : ELTeC edition,M,long,high,T3
FRA0052_Maupassant-056,"Maupassant, Guy de",Bel-Ami : ELTeC edition,M,long,high,T3
FRA0052_Maupassant-057,"Maupassant, Guy de",Bel-Ami : ELTeC edition,M,long,high,T3
FRA0052_Maupassant-058,"Maupassant, Guy de",Bel-Ami : ELTeC edition,M,long,high,T3
FRA0052_Maupassant-059,"Maupassant, Guy de",Bel-Ami : ELTeC edition,M,long,high,T3
FRA0052_Maupassant-060,"Maupassant, Guy de",Bel-Ami : ELTeC edition,M,long,high,T3
FRA0052_Maupassant-061,"Maupassant, Guy de",Bel-Ami : ELTeC edition,M,long,high,T3
FRA0052_Maupassant-062,"Maupassant, Guy de",Bel-Ami : ELTeC edition,M,long,high,T3
FRA0052_Maupassant-063,"Maupassant, Guy de",Bel-Ami : ELTeC edition,M,long,high,T3
FRA0052_Maupassant-064,"Maupassant, Guy de",Bel-Ami : ELTeC edition,M,long,high,T3
FRA0052_Maupassant-065,"Maupassant, Guy de",Bel-Ami : ELTeC edition,M,long,high,T3
FRA0052_Maupassant-066,"Maupassant, Guy de",Bel-Ami : ELTeC edition,M,long,high,T3
FRA0052_Maupassant-067,"Maupassant, Guy de",Bel-Ami : ELTeC edition,M,long,high,T3
FRA0052_Maupassant-068,"Maupassant, Guy de",Bel-Ami : ELTeC edition,M,long,high,T3
FRA0052_Maupassant-069,"Maupassant, Guy de",Bel-Ami : ELTeC edition,M,long,high,T3
FRA0052_Maupassant-070,"Maupassant, Guy de",Bel-Ami : ELTeC edition,M,long,high,T3
FRA0052_Maupassant-071,"Maupassant, Guy de",Bel-Ami : ELTeC edition,M,long,high,T3
FRA0052_Maupassant-072,"Maupassant, Guy de",Bel-Ami : ELTeC edition,M,long,high,T3
FRA0052_Maupassant-073,"Maupassant, Guy de",Bel-Ami : ELTeC edition,M,long,high,T3
FRA0052_Maupassant-074,"Maupassant, Guy de",Bel-Ami : ELTeC edition,M,long,high,T3
FRA0052_Maupassant-075,"Maupassant, Guy de",Bel-Ami : ELTeC edition,M,long,high,T3
FRA0052_Maupassant-076,"Maupassant, Guy de",Bel-Ami : ELTeC edition,M,long,high,T3
FRA0052_Maupassant-077,"Maupassant, Guy de",Bel-Ami : ELTeC edition,M,long,high,T3
FRA0052_Maupassant-078,"Maupassant, Guy de",Bel-Ami : ELTeC edition,M,long,high,T3
FRA0052_Maupassant-079,"Maupassant, Guy de",Bel-Ami : ELTeC edition,M,long,high,T3
FRA0052_Maupassant-080,"Maupassant, Guy de",Bel-Ami : ELTeC edition,M,long,high,T3
FRA0052_Maupassant-081,"Maupassant, Guy de",Bel-Ami : ELTeC edition,M,long,high,T3
FRA0052_Maupassant-082,"Maupassant, Guy de",Bel-Ami : ELTeC edition,M,long,high,T3
FRA0052_Maupassant-083,"Maupassant, Guy de",Bel-Ami : ELTeC edition,M,long,high,T3
FRA0052_Maupassant-084,"Maupassant, Guy de",Bel-Ami : ELTeC edition,M,long,high,T3
FRA0052_Maupassant-085,"Maupassant, Guy de",Bel-Ami : ELTeC edition,M,long,high,T3
FRA0052_Maupassant-086,"Maupassant, Guy de",Bel-Ami : ELTeC edition,M,long,high,T3
FRA0052_Maupassant-087,"Maupassant, Guy de",Bel-Ami : ELTeC edition,M,long,high,T3
FRA0052_Maupassant-088,"Maupassant, Guy de",Bel-Ami : ELTeC edition,M,long,high,T3
FRA0052_Maupassant-089,"Maupassant, Guy de",Bel-Ami : ELTeC edition,M,long,high,T3
FRA0052_Maupassant-090,"Maupassant, Guy de",Bel-Ami : ELTeC edition,M,long,high,T3
FRA0052_Maupassant-091,"Maupassant, Guy de",Bel-Ami : ELTeC edition,M,long,high,T3
FRA0052_Maupassant-092,"Maupassant, Guy de",Bel-Ami : ELTeC edition,M,long,high,T3
FRA0052_Maupassant-093,"Maupassant, Guy de",Bel-Ami : ELTeC edition,M,long,high,T3
FRA0052_Maupassant-094,"Maupassant, Guy de",Bel-Ami : ELTeC edition,M,long,high,T3
FRA0052_Maupassant-095,"Maupassant, Guy de",Bel-Ami : ELTeC edition,M,long,high,T3
FRA0052_Maupassant-096,"Maupassant, Guy de",Bel-Ami : ELTeC edition,M,long,high,T3
FRA0052_Maupassant-097,"Maupassant, Guy de",Bel-Ami : ELTeC edition,M,long,high,T3
FRA0052_Maupassant-098,"Maupassant, Guy de",Bel-Ami : ELTeC edition,M,long,high,T3
FRA0052_Maupassant-099,"Maupassant, Guy de",Bel-Ami : ELTeC edition,M,long,high,T3
FRA0052_Maupassant-100,"Maupassant, Guy de",Bel-Ami : ELTeC edition,M,long,high,T3
FRA0052_Maupassant-101,"Maupassant, Guy de",Bel-Ami : ELTeC edition,M,long,high,T3
FRA0052_Maupassant-102,"Maupassant, Guy de",Bel-Ami : ELTeC edition,M,long,high,T3
FRA0052_Maupassant-103,"Maupassant, Guy de",Bel-Ami : ELTeC edition,M,long,high,T3
FRA0052_Maupassant-104,"Maupassant, Guy de",Bel-Ami : ELTeC edition,M,long,high,T3
FRA0052_Maupassant-105,"Maupassant, Guy de",Bel-Ami : ELTeC edition,M,long,high,T3
FRA0052_Maupassant-106,"Maupassant, Guy de",Bel-Ami : ELTeC edition,M,long,high,T3
FRA0052_Maupassant-107,"Maupassant, Guy de",Bel-Ami : ELTeC edition,M,long,high,T3
FRA0052_Maupassant-108,"Maupassant, Guy de",Bel-Ami : ELTeC edition,M,long,high,T3
FRA0052_Maupassant-109,"Maupassant, Guy de",Bel-Ami : ELTeC edition,M,long,high,T3
FRA0052_Maupassant-110,"Maupassant, Guy de",Bel-Ami : ELTeC edition,M,long,high,T3
FRA0052_Maupassant-111,"Maupassant, Guy de",Bel-Ami : ELTeC edition,M,long,high,T3
FRA0052_Maupassant-112,"Maupassant, Guy de",Bel-Ami : ELTeC edition,M,long,high,T3
FRA0052_Maupassant-113,"Maupassant, Guy de",Bel-Ami : ELTeC edition,M,long,high,T3
FRA0052_Maupassant-114,"Maupassant, Guy de",Bel-Ami : ELTeC edition,M,long,high,T3
FRA0052_Maupassant-115,"Maupassant, Guy de",Bel-Ami : ELTeC edition,M,long,high,T3
FRA0052_Maupassant-116,"Maupassant, Guy de",Bel-Ami : ELTeC edition,M,long,high,T3
FRA0052_Maupassant-117,"Maupassant, Guy de",Bel-Ami : ELTeC edition,M,long,high,T3
FRA0052_Maupassant-118,"Maupassant, Guy de",Bel-Ami : ELTeC edition,M,long,high,T3
FRA0052_Maupassant-119,"Maupassant, Guy de",Bel-Ami : ELTeC edition,M,long,high,T3
FRA0052_Maupassant-120,"Maupassant, Guy de",Bel-Ami : ELTeC edition,M,long,high,T3
FRA0052_Maupassant-121,"Maupassant, Guy de",Bel-Ami : ELTeC edition,M,long,high,T3
FRA0052_Maupassant-122,"Maupassant, Guy de",Bel-Ami : ELTeC edition,M,long,high,T3
FRA0053_Maupassant-000,"Maupassant, Guy de",Fort comme la mort : ELTeC edition,M,medium,high,T3
